,domain,avg_score,sentence,group
134,email,0.0,"Frank G. Clark, 1920 Tahiti Pl.",test
135,blog,-0.2,"""We decided, if it's core to gameplay, it gets a trophy. If it's a skill-based honor, like a 'Hey man, look what I can do,' thing, then it's a medal.""",test
136,answers,-1.2,brazilians are not pretty to me.,test
137,blog,1.8,"Petty Officer Second Class Nathaniel Mitchell, 40, an emergency medical technician with the New York City Fire Department from Ridgewood, Queens, said the ship shared the personality of the city.",test
138,answers,-2.8,Because split ends are ugly,test
139,blog,1.0,"Development for trophy support necessarily comes toward the end of a project, Minkoff said.",test
140,blog,1.6,"It is a story of heroism, but a particularly grim one.",test
141,blog,-0.6,"Plus: Check out more of the latest entertainment, fashion, and culture coverage on Sexy Beast - photos, videos, features, and Tweets.",test
142,news,-0.2,The ministry started an anti-dumping investigation into adipic acid imports last November.,test
143,blog,0.0,"""I went to get out of bed to go to the toilet, which was down the other end of the flat. I couldn't get further than putting my legs over the bed. It's no respecter of age,"" she said in a 2006 interview with ABC television.",test
144,answers,2.2,The laws form the basis for classical mechanics.,test
145,blog,1.6,These qualities coupled with a complete disregard for his own personal safety reflect great credit upon him and the Naval Service.,test
146,answers,-0.6,I like a Toyota Celica GTS.,test
147,email,1.75,"Dear Governor Bush, we met when you were campaigning and visited an FMPTA meeting.",test
148,answers,-1.6,Paul Smecker: Cafe latte.,test
149,blog,-2.8,Boo ya.,test
150,news,1.0,"Most financial experts are tipping a rise in the official cash rate of 0.25 per cent, but some economists said the rise could be 0.50 per cent - meaning a $100 increase in repayments on a $300,000 loan.",test
151,email,2.2,"Sealed under glass in archival preservation in Washington D.C., the Constitution of the United States of America lulls Americans into a false sense of security, believing that nothing can change the ideals and intent of its God - fearing framers.",test
152,answers,-0.8,So it was with Hubbard.,test
153,news,0.8,Bligh also said she will head a state delegation that will attend the Shanghai Expo in 2010 and expects the event to be a great success.,test
154,blog,0.6,"During the study period of 19 years, 12.7% of patients died with only 0.4% patients dying in the group with lupus developing in the transplanted kidneys.",test
155,answers,-0.8,I always wanted to have an experience of aliens and I got many!,test
156,news,1.6,"However, US Secretary of State Hillary Clinton said a runoff with only one candidate would not necessarily threaten the legitimacy of the process.",test
157,blog,0.6,"She has no chance of winning this race, and her withdrawal leaves Hoffman with the Republican vote whether she endorses him or not.",test
158,email,0.25,"Jeb, Education is still the most important issue in America.",test
159,blog,-0.6,The election will be held Tuesday.,test
160,email,-2.0,Mail Plus - Powerful.,test
161,answers,-1.6,I do n`t like him in either areas ~!,test
162,news,0.8,"As security has improved, he said, people have been buying plants again, coming to the nursery in the Jadriya neighborhood not only from other parts of Baghdad but also from around the country.",test
163,blog,0.8,"Electronic applications can be sent to intern@reason.com, with the subject line: Gray Internship Application.",test
164,answers,-0.2,"Now, a 7 month old cat is still a kitten and growing.",test
165,email,-3.0,Get the picture?,test
166,email,0.4,"He said that, ""The open season allows shippers to have an equal opportunity to bid for capacity on any proposed pipeline project.",test
167,answers,-2.0,Anywhere just not in my sis' room,test
168,news,0.4,"The E-Puzzler, believed to be the world's most sophisticated pattern-recognition machine, would work by scanning the small paper strips into a computer image file and analyzing their texture, shape, thickness and tear patterns to compose a digitalized image of a whole document.",test
169,news,0.4,The collision occurred as the Coast Guard airplane was itself carrying out a search for a missing boatman.,test
170,answers,-1.4,"This House, Tracie Spencer 46.",test
171,answers,-0.8,my son was the exact same way.,test
172,answers,0.6,"Nowadays, it is used to create an arachaic feel.",test
173,news,0.8,Aides to the state's congressional delegation noted that Massachusetts is already digging deep into its own accounts to help fund its health care system.,test
174,answers,0.4,Where I live both parents have to sign a consent form.,test
175,blog,0.2,"That's because although Obama, Pelosi, and Reid say it would merely create a competitor for private insurance and bring down costs, a public option would actually cause the collapse of the private insurance market.",test
176,blog,1.0,"In this view, Google considers the Droid its signature Android 2.0 phone and as a consequence has gone to great lengths to boost its success.",test
177,blog,0.4,"If there really is a grand jury investigation with possible future prosecution under [a federal anti-rioting law], the use of this statute as applied to demonstrations, demonstrators, and their supporters has profound 1st Amendment implications.",test
178,news,-0.6,"The bridge has been closed ever since, the longest closure since the 1989 Loma Prieta earthquake shut it for a month.",test
179,news,0.4,"There are five contested council seats with no incumbent this year - two at-large seats and geographical Districts A, F and G.",test
180,answers,-0.2,I had no peace in my heart.,test
181,answers,-1.0,I think in your heart you know the real risks and possible rewards.,test
182,news,-0.2,Effendi laughed as he recalled having to tell his teacher that he lost his homework in the river.,test
183,answers,-0.5,"I do lead a local satsang, called the Gita Satsang.",test
184,answers,1.2,Fateful Night in Togenkyo (Part 1) 58.,test
185,answers,-1.2,"Slash is good, but far from amazing.",test
186,news,1.0,"In 1947, 36-year-old Qian was already a professor at the Massachusetts Institute.",test
187,answers,1.0,"C'est important, surtout dans ce contexte.",test
188,news,2.0,"Federal Reserve policy makers, meeting this week, will probably debate whether the lack of jobs merits maintaining interest rates low for a long time, or if excess stimulus risks kindling inflation.",test
189,email,-0.2,"I hope you will get your people to figure out a way to make it work, and let's solve a real problem.",test
190,news,-0.2,State officials say that could increase the costs of subsidized insurance significantly.,test
191,answers,-0.8,even though we all know who he is.,test
192,blog,0.0,There is simply no governing restraint such as a profit motive or anxious stockholders.,test
193,answers,0.75,"Penny Pincher (10) Earn $1,000,000 in the city of Stilwater.",test
194,answers,-3.0,Ask Ur Momma OR daddy,test
195,blog,1.4,Relationships between the Republican establishment in Washington and the conservative movement are in rubble.,test
196,blog,0.4,Regular delivery of quality material is damn near my one-step panacea for the whole industry.,test
197,answers,-2.8,wow sounds awful... u sound ugly... use a house iron,test
198,answers,-1.25,AFTER A VISIT OF MAX.,test
199,answers,-2.2,"No, then I couldn't type well.",test
200,email,-2.2,That is great.,test
201,blog,2.0,They mined data from the United Network for Organ Sharing and studied 6850 patients with a history of lupus who received kidney transplants between 1987 and 2006.,test
202,email,-0.25,Thank you again for passing my name onto David Rancourt.,test
203,blog,1.2,"At this writing, RNC Chairman Michael Steele and Newt Gingrich have endorsed Doug Hoffman in NY-23.",test
204,blog,0.2,"""It'll be on the lower end if they're just rushing through and killing everyone, on the higher end if they're finding, maybe, half the treasure and doing exploration.""",test
205,blog,-0.4,It's gonna be the biggest snatch of freedom and liberty that has yet occurred in this country.,test
206,answers,-1.0,you need to look at the reason why she is with some one else?,test
207,answers,-0.2,"None of it can exist, without You.",test
208,answers,-0.4,Everywhere and depending on the size of him.,test
209,news,1.0,"The Obama administration has sent six Uighur Chinese detainees from the U.S. military prison at Guantanamo Bay to the Pacific island nation of Palau, the Justice Department said on Saturday.",test
210,blog,1.4,"With reports emerging over the frontrunners for the permanent position of EU president, a new contender has emerged in the international media in the shape of Sweden's Prime Minister Fredrik Reinfeldt.",test
211,answers,-0.4,He and his administration just make me sick.,test
212,answers,1.6,"No longer can Pharaoh avoid disaster, because of his previous hardening of heart.",test
